httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-1420 1 0.52265435 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod1-4850 2 0.500885 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-7246 3 0.4775874 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod11-1411 4 0.476067 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-9350 5 0.43923026 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod6-6394 6 0.41585857 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod16-6581 7 0.38650006 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod11-7162 8 0.3750959 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod37-5659 9 0.33641416 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod38-8521 10 0.2836522 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod37-2911 11 0.27048516 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod12-7231 12 0.27031356 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod4-7662 13 0.2677139 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod36-8055 14 0.26698658 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod45-369 15 0.26575845 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod38-2638 16 0.26510346 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-8873 17 0.26382285 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-6638 18 0.26344308 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod20-1189 19 0.26290905 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod1-1853 20 0.2621532 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-2323 21 0.2621125 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod17-1879 22 0.26209965 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5273 23 0.2620294 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod4-6276 24 0.26165146 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7229 25 0.2611999 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod3-8510 26 0.25988922 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod47-7700 27 0.25822756 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod22-7259 28 0.25793052 my_run
